id,reasoning,label
1159,나경원 의원을 양아치집단 수준이하 내란도 모자라 내란 주제에 참으로 한심하다 등으로 강하게 비난하며 국회의원 자격이 없다고 주장하고 있습니다 내란이라는 표현은 현 정부와 보수 진영에 대한 진보 진영의 비판적 은어입니다,Progressive
1160,인요한 의원의 사퇴를 윤석열 내란 후 국힘 첫 사퇴자라고 언급하며 현 정부를 내란으로 규정하고 있습니다 극우코쟁이 이번 내란에 깊숙히 관여했구만 등 인요한 의원과 보수 진영에 대한 강한 비판과 멸칭을 사용하고 있습니다,Progressive
1161,나경원 의원을 나빠루라는 멸칭으로 부르며 미쳐돌아가네 시끄러워 못들어 주겠다 목소리듣기싫다 등 강한 비난을 하고 있습니다 반면 우원식 의장더불어민주당 소속에 대해서는 아주 잘 하셨습니다라며 옹호하고 있습니다,Progressive
1162,나경원 의원을 공범 빵 안갔어요 왜 자꾸 보이지 등으로 비난하며 처벌을 요구하고 있습니다 판검사 세상 영원할거 같지는 현 정부의 검찰 출신 인사들에 대한 진보 진영의 비판적 시각을 반영합니다 국민을 조롱하는거다라며 나경원 의원의 행태를 강하게 비판하고 있습니다,Progressive
1163,이재명 대표를 이재명 대통령이라고 칭하며 그의 리더십과 행정 능력을 긍정적으로 평가하고 있습니다 이는 이재명 대표와 진보 진영에 대한 명확한 지지를 나타냅니다,Progressive
1164,이재명 대표를 이재명 대통령이라고 칭하며 그의 리더십을 긍정적으로 평가하고 있습니다 경제 문제 언급은 현 정부의 경제 실책을 비판하고 이재명 대표가 더 잘할 것이라는 기대를 내포합니다,Progressive
1165,내란재판부라는 표현으로 현 사법부를 비판하고 있습니다 이나라는 폭삭 망했네 마약수사는 왜 조용해 진겁니까 등 현 정부에 대한 비판적 시각을 드러내며 김병주 의원더불어민주당 소속을 대한민국 지키는일에 힘쓰는 인물로 묘사하며 강하게 지지하고 있습니다,Progressive
1166,오세훈 서울시장을 직무태만 해외출장 사퇴하라 5세후니 답다 등으로 강하게 비판하고 있습니다 시장의 부재와 제설 작업의 문제를 연결하여 시정을 비판하는 명확한 진보적 성향을 보입니다,Progressive
1167,댓글 초반에 현 정부에 대한 과도한 칭찬5년은 너무 짧다 연임만이 답 숨쉬는 날까지 계속 대통령하세요은 바이든 날리면 사건 언급과 함께 반어법으로 현 정부를 비꼬는 것으로 해석됩니다 결정적으로 든든합니다 열일 하시는 이재명정부의 회의모습이라는 표현으로 이재명 대표를 대통령으로 칭하며 진보 진영에 대한 명확한 지지를 드러내고 있습니다,Progressive
1169,법 왜곡죄 꼭 설치해야 대한민국 법원이 바뀔것입니다 법원들사법부들꼴보기싫습니다 여당지도부 신중론 소리는 크고 효율성은 제로고 등 현 사법부와 여당국민의힘의 사법 개혁에 대한 미온적 태도를 강하게 비판하며 진보 진영의 사법 개혁 의지를 지지하고 있습니다,Progressive
1170,조희대 대법원장현 정부 임명에 대해 정의를 회피하고 자기들 입맛에 맞는 법만 추구하는 초법적인 법관 내란동조 혐의 탄핵소추하라 등 강한 비판과 함께 파면 및 자격 박탈을 요구하고 있습니다 김병주 의원더불어민주당 소속에 대한 명확한 지지를 표명하고 있습니다,Progressive
1171,조국과 문재인을 비판하며 이재명 지지율 하락을 언급하는 등 진보 진영 내의 특정 인물이재명을 옹호하고 다른 인물문재인 조국을 비판하는 내용으로 진보 진영 내부의 갈등을 다루지만 전체적인 맥락은 진보적 관점에서 서술됨 내란전담재판부는 현 정부를 비판하는 진보 진영의 용어임,Progressive
1173,이재명 대통령 시계라는 가상의 상황을 언급하며 이재명 대표에 대한 강한 지지와 옹호의 태도를 보임,Progressive
1174,이재명 대통령님 이재명 정부라는 표현을 사용하며 윤석열 정부를 후진국 길목으로 비판하고 이재명 대표와 더불어민주당을 노골적으로 지지하고 옹호함,Progressive
1175,이재명 대통령님이라는 표현을 사용하며 가상의 이재명 정부의 성과를 칭찬하고 청와대 귀환 등 진보 진영의 주장을 옹호함,Progressive
1176,나경원 의원을 나빠루라는 멸칭으로 비난하고 법원을 내란을 계속 조장하고 있다고 비판하며 사법부의 판결에 대한 불만을 표출함 이는 보수 정치인과 사법부에 대한 진보 진영의 비판적 시각을 대변함,Progressive
1177,유시민진보 인사의 발언에 동감하며 현 정부를 내란당이라는 멸칭으로 비판하고 재래식 언론과 사법부 개혁을 주장하는 등 진보적 시각을 명확히 드러냄,Progressive
1178,조희대 대법원장을 조빠루라는 멸칭으로 비난하고 사법부를 내란에 가담했다고 비판하며 탄핵과 수사를 요구하는 등 진보 진영의 사법부 개혁 주장을 옹호함,Progressive
1179,국짐당과 나빠루라는 멸칭을 사용하여 국민의힘과 나경원 의원을 비난하고 그들의 행동을 몰상식 비상식으로 규정하며 비판함,Progressive
1180,정청래 의원진보 인사의 내란 척결 주장을 지지하고 민주당 내의 수박들비주류 또는 비판적 세력에 대한 멸칭을 청산하라고 요구하는 등 강경 진보적 입장을 표명함,Progressive
1181,나경원 의원을 나베라는 멸칭으로 비난하고 그의 태도를 비판하며 국회선진화법 위반 처벌을 요구하는 등 보수 정치인에 대한 강한 비판적 시각을 드러냄,Progressive
1182,이재명 정부라는 가상의 상황을 설정하고 이재명 대표를 대한민국 CEO로 칭하며 그의 리더십과 국무회의 운영 방식에 대해 극찬하는 등 이재명 대표를 강하게 옹호함,Progressive
1183,국짐당 내란 공범당이라는 멸칭을 사용하여 국민의힘을 비난하고 그들의 국회 내 행동을 몰상식 비상식 및 조작질로 규정하며 비판함,Progressive
1184,지천댐 건설 문제에 대해 국짐당을 언급하며 비판하고 국짐당 나으리들에게 화를 내라고 촉구하는 등 보수 정당에 대한 비판적 시각을 드러냄,Progressive
1188,우크라이나 전쟁과 드론 기술을 언급하며 한국의 국방 정책과 무기 체계에 대한 개선을 요구하는 내용으로 특정 정당이나 인물을 지지비판하기보다는 국가 안보 정책 전반에 대한 의견을 제시함,Neutral
1195,미국의 할인 매장과 빈부 격차에 대한 사회경제적 현상을 언급하는 내용으로 특정 정치 진영을 지지하거나 비판하는 것으로 보기 어려움,Neutral
1203,김어준의 겸손은힘들다 뉴스공장은 대표적인 진보 성향의 미디어입니다 댓글에서 추경호 기각은 사법부가 일으킨 제2의 내란이다라고 언급하며 사법부를 비판하고 국회를 지킨 시민들과 김어준 공장장을 옹호하는 등 진보 진영의 시각을 명확히 드러내고 있습니다,Progressive
1204,김어준의 겸손은힘들다 뉴스공장 영상에 달린 댓글로 계엄을 막아주신 국민들 내란의 완전한 종식 조히데 사법부 아웃 윤석열 탄핵 선고 등의 표현을 사용하여 현 정부와 사법부를 강하게 비판하고 윤석열 대통령의 탄핵을 요구하는 진보적 견해를 보입니다,Progressive
1205,김어준의 겸손은힘들다 뉴스공장 영상에 달린 댓글로 민주정의 복구 김건희희림서울시SH공사오세훈 어떤 연관이있는지 철저히 수사해야한다 서울시장 오세훈 이유가뭔지 찾아야한다 등의 표현을 통해 김건희 여사와 오세훈 서울시장을 비판하며 진보적 입장을 취하고 있습니다,Progressive
1206,김어준의 겸손은힘들다 뉴스공장 영상에 달린 댓글로 행정처는 반드시 폐지해야 합니다 사법부는 위법이 있으면 누가 견제하나 정원오를 서울시장으로 등의 주장을 통해 사법부 개혁을 요구하고 진보 정치인정원오을 지지하는 진보적 견해를 보입니다,Progressive
1207,김어준의 겸손은힘들다 뉴스공장 영상에 달린 댓글로 지금의 이재명 정부를 만든거다 이재명 대표 지지 내란세력은 발본색원해 뿌리를 뽑아버려야 한다 김어준 홍사훈 이재석 주진우 정준희 그리고 겸공식구들 시위현장에 있었던 모든 분들 정말 감사합니다 등의 표현을 통해 진보 진영을 옹호하고 현 정부를 내란세력으로 규정하며 비판하는 진보적 견해를 보입니다,Progressive
1208,김어준의 겸손은힘들다 뉴스공장 영상에 달린 댓글로 대통령께서 내란세력이든 국가범죄자들은 상속인들까지 철저히따져야한다 하셨으니 제대로 처벌될듯요는 현 대통령을 비꼬는 반어법이며 나랏돈을 다 해쳐먹으려고 했던 내란동조자놈들이다 등의 표현을 통해 현 정부를 내란동조자로 규정하고 강하게 비판하는 진보적 견해를 보입니다,Progressive
1209,김어준의 겸손은힘들다 뉴스공장 영상에 달린 댓글로 법 왜곡죄 반드시 만들자 내란재판부설치 반드시해야한다 종합특검 GO 조희대와 지귀연을 파면하고 내란동조 판사들을 철저히 조사해야 합니다 등의 주장을 통해 사법부와 현 정부를 비판하고 진보 진영의 개혁 요구를 지지하는 진보적 견해를 보입니다,Progressive
1210,김어준의 겸손은힘들다 뉴스공장 영상에 달린 댓글로 극우 국힘 공격이 시작됐다며 국민의힘을 비판하고 쓰레기 더미 치워주세요 지귀연은 반드시 책임을 물어야한다 조희대지귀연은 절대 잊으면 안된다 등의 표현을 통해 현 정부와 사법부를 강하게 비판하며 진보적 견해를 보입니다,Progressive
1211,정준희의 논은 진보 성향의 미디어 콘텐츠입니다 댓글에서 아직도 끝나지 않은 내란에 힘빠지는 상황이지만 힘내서 끝까지 함께 하고 싶습니다 김어준 최욱 없었으면 내란후 상황은 지금과 비교도 안되게 더 혼란했을것 등의 표현을 통해 현 정치 상황을 내란으로 규정하고 진보 미디어 인사들을 옹호하는 진보적 견해를 보입니다,Progressive
1212,홍사훈쑈는 진보 성향의 미디어 콘텐츠입니다 댓글에서 내란세력이 우선순위입니다 민주당 힘이 있을때 힘을 쓰세요 강하게 직진하세요 조희대 천대엽 지귀연 내란범 영장기각 판사들 탄핵도 하고 법도 개정해서 파면도 시키고 판사들은 역사적으로 이기는쪽에만 섰음 이것들은 악마들임 등의 표현을 통해 민주당의 강경한 대응을 촉구하고 사법부를 강하게 비판하는 진보적 견해를 보입니다,Progressive
1213,이재석의 겸공특보는 진보 성향의 미디어 콘텐츠입니다 댓글에서 썩은 판사 개혁 안 하면 나라는 망한다 오세훈을 또 뽑은 서울시민들이 감내해야할 일 국짐당은 해체 등의 표현을 통해 사법부와 오세훈 서울시장 국민의힘을 강하게 비판하며 진보적 견해를 보입니다,Progressive
1214,이재석의 겸공특보는 진보 성향의 미디어 콘텐츠입니다 댓글에서 오세훈이 왜 그렇게 종묘에 고층빌딩을 지으려고 하나 했더니 바로 희림건축이 그 근처에 엄청난 개발권을 가지고 있다는 소식 국힘당이 죽을 것 같으니까 캐비닛이 등장했네 민주당 그냥 밀어붙이세요 내란청산 안할겁니까 등의 표현을 통해 오세훈 시장과 국민의힘을 비판하고 민주당의 강경한 내란청산을 요구하는 진보적 견해를 보입니다,Progressive
1215,이재석의 겸공특보는 진보 성향의 미디어 콘텐츠입니다 댓글에서 노상원 사형선고 절실하네 독립기념관의 사적 유용이 사실이라면 그건 배임이잖아 형사 고발해 김주현 이놈을 잡아야함 등의 표현을 통해 특정 인물노상원 김주현과 사적 유용 의혹에 대해 강한 처벌을 요구하며 진보적 입장을 취하고 있습니다,Progressive
1216,이재석의 겸공특보는 진보 성향의 미디어 콘텐츠입니다 댓글에서 이맘때 쯤엔 속시원하게 밝혀지고 판결나고 그럴 줄 알았는데 허참 언론 성향에 대한 문제 지적에 심히 공감합니다 내란이 반반토크할 소재인지 등의 표현을 통해 현 정치 상황에 대한 불만과 언론의 중립성 부족을 비판하며 진보적 견해를 보입니다,Progressive
1217,정준희의 논은 진보 성향의 미디어 콘텐츠입니다 댓글은 교수님의 논평에 대한 긍정적인 평가와 최소치를 연대해서 성공하자는 내용으로 영상의 진보적 관점과 사회적 연대 메시지에 동조하는 것으로 해석됩니다,Progressive
1218,홍사훈쑈는 진보 성향의 미디어 콘텐츠입니다 댓글에서 민주당 김용민의원 처렁 정신 차리고 국민들 답 답함 풀어주라 내란청산 못하면 민주당도 나락가는거에요 내란특판과 종합특검으로 싹 다 밝혀내고 처벌합시다 등의 표현을 통해 민주당과 김용민 의원을 지지하며 내란청산을 강력히 요구하는 진보적 견해를 보입니다,Progressive
1219,정준희의 논은 진보 성향의 미디어 콘텐츠입니다 댓글에서 국민투표로 현 법원 전체 불신임이라도 하고싶습니다 판사집단들의 말도 안되는 그들의 정당화는 진심으로 역겹씁니다 대통령 말씀대로 개혁은 껍질을 벗기듯이 힘든일이지만 반드시 해야할일이라는 말에 만번 찬성합니다 등의 표현을 통해 사법부를 강하게 비판하고 개혁을 촉구하는 진보적 견해를 보입니다,Progressive
1220,정준희의 논은 진보 성향의 미디어 콘텐츠입니다 댓글에서 지난 일 년 동안 사법부가 얼마나 비정상이고 비루한지 잘 알게 되었습니다 불의와 내란은 척결 후 화합의 길로 가야 합니다 아무런 척결이 되지 않은 채 1년을 맞다니 이게 말이 되나요 123 내란에 따른 권력 남용을 명쾌하게 밝혀 주셨습니다 등의 표현을 통해 사법부를 비판하고 현 정치 상황을 내란으로 규정하며 진보적 견해를 보입니다,Progressive
1221,홍사훈쑈는 진보 성향의 미디어 콘텐츠입니다 댓글은 박구용 교수의 국민들의 경제 연대를 만들어서 우리 국민이 한가지라도 공유할수 있는 가치를 만들자는 제안을 지지하며 완전 새로운 국민 통합의 이념이 될수 있겠습니다라고 긍정적으로 평가합니다 이는 진보적 사회 개혁 및 연대 이념에 대한 지지로 해석됩니다,Progressive
1222,홍사훈쑈는 진보 성향의 미디어 콘텐츠입니다 댓글에서 용남이는 전화 안오는 이유가 잇네검찰개혁에도 딴지 걸더만 사법부 개혁 국민투표라도 해서 싹정리하자 조희대와 지귀연 한성진이 지금 내란재판 개판치고 있는데 판사 스스로 개혁의 대상이 된건 누구 탓도 아니고 바로 판사들 자신들이 자기 문제를 해결하지 않고 사법독립 타령만하면서 자기들 죄를 봐주기 하기 떄문이다 등의 표현을 통해 김용남 의원과 사법부를 강하게 비판하고 사법 개혁을 촉구하는 진보적 견해를 보입니다,Progressive
1224,정준희의 논은 진보 성향의 미디어 콘텐츠입니다 댓글에서 장기적인 내란 청산에 우리 같이 함께 가요 등의 표현을 통해 현 정치 상황을 내란으로 규정하고 그 청산을 위한 연대를 촉구하며 진보적 견해를 보입니다,Progressive
1225,홍사훈쑈는 진보 성향의 미디어 콘텐츠입니다 댓글에서 쿠팡의 기득권층 악랄한 행태를 비판하고 쿠팡 망해라 정부가 철저히 단속해야합니다라고 주장하며 국민은 강한쪽에 줄선다는걸 왜 모를까 여당과 정부는이라며 현 여당과 정부를 비판하는 진보적 견해를 보입니다,Progressive
1226,정준희의 논은 진보 성향의 미디어 콘텐츠입니다 댓글에서 청년 극우화의 근본적인 병인이라는 주제에 대해 민주주의에 필요한 필요경계 빅테크 기업에 대한 정부의 제약과 사회적 구조적 문제들의 개선이 필요한 점 등의 논의를 긍정적으로 평가하며 진보적 사회 문제 인식과 해결 방안에 동조하는 견해를 보입니다,Progressive
1230,젊은세대는 방콕 고령자는 밖으로 직장구하기 이게 맞나는 사회 현상에 대한 비판적 시각을 담고 있으나 특정 정치 진영을 지지하거나 비판하는 내용은 아니며 나머지 내용은 날씨와 관련된 개인적인 감상과 정보 공유입니다 따라서 중립으로 분류합니다,Neutral
1231,댓글은 현재 사법 시스템의 유치함과 한심함을 비판하며 법원 개혁을 주장하고 있습니다 이는 특정 정치인이나 정당을 직접적으로 언급하지 않지만 사법부의 불공정성이나 무능력에 대한 비판과 개혁 요구는 주로 진보 진영에서 제기하는 의제와 맥락을 같이 합니다 특히 감치 명령과 같은 사법적 조치에 대한 불만을 표출하며 개혁을 촉구하는 것은 진보적 관점에서 사법 시스템의 변화를 요구하는 것으로 해석될 수 있습니다,Progressive
1235,김용현 변호인은 이재명 대표의 변호인으로 알려져 있습니다 댓글은 김용현 변호인에 대한 감치 5일 결정이 장난이라며 너무 약하다고 비판하고 사법개혁을 강하게 요구하며 더 강력한 처벌을 주장합니다 이는 진보 진영 인사에 대한 사법부의 처벌이 미흡하다고 보고 더 강경한 법 집행을 요구하는 보수적 시각에 해당합니다,Conservative
1238,김건희 여사를 좀비라고 비하하고 주가조작 의혹에 대해 죄수복도 안 입고 뭐냐 재산몰수 하고 무기징역 줘야지라며 강도 높은 비판과 처벌을 요구하고 있습니다 또한 연기하고 있네라며 비꼬는 표현을 사용하고 있어 윤석열 정부와 관련된 인물을 비판하고 조롱하는 진보적 성향이 명확합니다,Progressive
1242,방산 수출 소식에 대해 잘한다 잘해라고 시작하지만 이내 대통령실이 꽤나 할일없는 모양 대통령실이 이런거 까지 챙기는게 맞나라며 대통령실의 개입을 비판하고 있습니다 마지막에는 수출 전혀 근거없음이라며 정부의 성과를 부정하는 강한 비판적 시각을 드러내고 있어 현 정부를 비판하는 진보적 성향으로 분류됩니다,Progressive
1245,김용현 변호인 등 진보 진영과 연관된 변호인들에 대한 감치 15일 결정에 대해 너무약하다 영원히 가둬버리는 방법은없나 구속 5년에 영원히 자격박탈해야한다며 강도 높은 처벌을 요구하고 있습니다 이는 진보 진영 인사에 대한 사법부의 처벌이 미흡하다고 보고 더 강경한 법 집행을 요구하는 보수적 시각에 해당합니다,Conservative
1246,댓글은 지귀연이 법관을 무시한다고 비판하며 싹다 쳐넣으세요라고 강한 처벌을 요구하고 있습니다 또한 법관을 x으로 알고 있는듯이라며 사법 시스템에 대한 불신과 함께 법관에 대한 존중을 강조합니다 이는 법과 질서 사법부 권위에 대한 존중을 강조하며 특정 인물진보 진영과 연관된의 행동을 비판하는 보수적 시각에 해당합니다,Conservative
1249,댓글은 민주당이 통일교와 연예인들 뚜드리는 사이에 김현지와 장경태가 슬그머니 사라졌다며 민주당의 행태를 비판하고 있습니다 또한 금품 못받은 정치인은 능력이 없는 사람들이라는 냉소적인 시각을 드러내며 정치권 전반에 대한 불신을 표출하고 있습니다 민주당을 비판하는 것은 보수적 성향으로 분류됩니다,Conservative
1252,제목이 윤석열 대통령의 논란이 될 수 있는 발언과 김용현 변호인과의 언쟁을 다루고 있습니다 댓글은 진짜 몰아가는거라며 뉴스 제목이나 내용이 윤석열 대통령을 부정적으로 몰아가는 것에 대한 비판적 시각을 드러내고 있습니다 이는 윤석열 대통령을 옹호하고 비판적 보도에 반대하는 보수적 성향으로 분류됩니다,Conservative
1254,국민의힘 소속 인요한 의원의 사퇴에 대해 염체가 너무 없다 부모님께 욕되게 하지마라 이재명과 맞붙어 싸울 용기도 없으면서 무슨 큰일을 한다고라며 강하게 비판하고 있습니다 이는 보수 진영 내부에서 인요한 의원의 정치적 행보와 이재명 대표에 대한 소극적인 태도를 비판하며 보수 진영의 강경한 입장을 요구하는 보수적 성향으로 분류됩니다,Conservative
1256,전재수 해수부 장관의 통일교 의혹과 사의 표명에 대해 국개도 그만두고 밝히는게 도리 아니냐 거짓들통나니 전재수 입이 바짝바짝 말를것이다 자리내려놓고 조사받아라며 강한 비판과 조사를 요구하고 있습니다 또한 중국이 서해 불법구조물로 침범해도 가만히 있지라며 정부의 외교적 무능까지 비판하고 있어 현 정부 또는 관련 인사를 비판하는 진보적 성향으로 분류됩니다,Progressive
1257,댓글은 젤렌스키 우크라이나 대통령을 한국에 영웅 젤렌스키 우크라이나 말아드시고 어디로 튀었나라고 비꼬며 비판하고 러시아를 전범으로 규정하면서도 미국이 우크라이나 자원을 독차지하려 한다며 강한 반미반제국주의적 시각을 드러내고 있습니다 이는 서방 중심의 국제 질서와 미국의 외교 정책에 비판적인 진보적 성향과 일치합니다,Progressive
1260,댓글은 국민의힘은 똘똘뭉쳐 승리합시다화이팅이라며 국민의힘을 지지하고 있습니다 또한 이재명의 특검은 통일교에서 똑같이 여당 야당에 돈을 줬지만 재명이는 여당은 조사 않고 야당만 당을 압수수색한다 웃기는 재명이 특검이다라며 이재명 대표와 그의 특검 수사를 편향적이라고 비판하고 있습니다 이는 국민의힘을 지지하고 이재명 대표를 비판하는 보수적 성향이 명확합니다,Conservative
1261,연합뉴스TV의 선정적인 제목법정 스웩에 대해 비판하며 언론의 태도를 지적하고 있습니다 특정 정치 진영을 지지하거나 비판하는 내용은 아닙니다,Neutral
1262,한미동맹 한일동맹 등 외세와의 동맹을 비판하고 남북교류를 통한 평화통일을 주장하며 동맹을 지지하는 세력을 매국노로 규정하는 것은 진보 진영의 전통적인 외교안보관에 해당합니다,Progressive
1263,과거 청소년 범죄 보도에 대한 언론의 윤리적 문제와 공소시효 갱생의 기회 등에 대한 개인적인 의견을 피력하고 있습니다 정치적 견해는 드러나지 않습니다,Neutral
1264,특정 인물지귀연의 법정 태도에 대해 강하게 비판하며 구속을 요구하고 있습니다 사법 절차와 관련된 비판으로 정치적 성향은 드러나지 않습니다,Neutral
1266,폭설 상황에 대한 일반적인 불만과 공무원의 제설 작업 및 비용 처리 투명성에 대한 비판을 담고 있습니다 특정 정치 진영에 대한 지지나 비판은 아닙니다,Neutral
1267,중국과 일본의 영토 분쟁에 대한 국제 정세 논평으로 중국 공산당과 시진핑을 비판하는 내용이 있지만 한국 국내 정치와 직접적인 연관성은 없습니다,Neutral
1270,일본을 전범국으로 규정하며 역사적 인식을 요구하는 내용입니다 1등 지지율 73 승전국의 자유항행은 다소 모호하지만 일본에 대한 비판적 시각은 한국 사회 전반에 걸쳐 나타나며 특정 정치 진영의 전유물로 보기 어렵습니다,Neutral
1271,철도지하철 파업에 대해 비판하며 파업 노동자들을 꿈의 직장이라 비꼬고 해고 후 신규 채용을 주장하는 것은 노동조합의 파업권을 부정적으로 보는 보수적 시각에 해당합니다,Conservative
1272,중일 갈등에 대한 국제 정세 분석과 한국의 핵무장 필요성을 언급하는 등 다양한 의견이 혼재되어 있습니다 특정 국내 정치 진영을 지지하거나 비판하는 내용으로 보기 어렵습니다,Neutral
1273,경찰을 견찰이라는 멸칭으로 부르며 수사에 대한 불신을 드러내고 있습니다 민주당 지원의혹 수사에 대한 불신은 현 정부의 수사기관에 대한 비판적 시각으로 해석될 수 있으며 이는 진보 진영에서 자주 보이는 태도입니다,Progressive
1281,검사의 조작 수사 의혹을 강하게 비판하며 검찰들 처벌해야 한다 검사를 그냥 놔두면 정의는 없다고 주장합니다 이는 검찰의 권력 남용과 개혁을 요구하는 진보 진영의 시각과 일치합니다,Progressive
1283,부모가 자식을 살해했을 때의 처벌이 약하다며 법 개정을 요구하고 국해의원이라는 멸칭을 사용해 국회의원을 비판합니다 이는 특정 정치 진영의 비판이라기보다는 입법부의 역할에 대한 일반적인 불만으로 볼 수 있습니다,Neutral
1285,사생활 침해 문제와 경찰의 미흡한 대응을 비판하고 있습니다 대한민국 경찰 사랑합니다는 앞선 비판에 비추어 반어법으로 해석됩니다 또 중국이야는 특정 국가에 대한 일반적인 불신을 표현하지만 국내 정치와 직접적인 연관성은 없습니다,Neutral
1290,국보법 폐지를 명시적으로 요구하며 공론화를 촉구하고 있습니다 국가보안법 폐지는 진보 진영의 주요 정치적 의제 중 하나입니다,Progressive
1294,댓글에서 성남 국제 마피아 사건과 이재명을 연결하며 마지막 흑막이 이재명이다라고 언급하는 것은 이재명 대표에 대한 직접적인 비판입니다,Conservative
1296,댓글은 한국 영화 산업의 문제점배우 출연료 정부 지원의 비효율성을 비판하고 있습니다 이는 특정 정치 진영을 지지하거나 비판하기보다는 산업 전반의 문제점과 정책에 대한 비판으로 양 진영 모두에서 나올 수 있는 의견입니다,Neutral
1298,댓글은 현 정부의 부동산 정책정부가 돈을 풀면서 집값 잡는다는것 말이 안됀다 시장경제는 관심 없고 규제만 들고나오니 이 파국이 되버리는거잖아을 비판하고 있습니다 이는 윤석열 정부의 정책에 대한 비판으로 진보 성향으로 분류됩니다,Progressive
1302,댓글은 서로 자기 얼굴에 침밷으면서 본인잘났다고 떠드는 꼴 같다 없어져야할 것들이라며 정치권 전반의 행태를 비판하고 있습니다 이는 특정 진영을 편들지 않고 양쪽 모두를 비판하는 중립적 입장입니다,Neutral
1303,댓글은 여야 정치인 모두를 비판하며 종교 집단으로부터의 금품 수수와 정치인의 도덕성 문제를 지적하고 있습니다 이는 특정 진영을 편들지 않고 정치권 전반에 대한 비판으로 중립적 입장입니다,Neutral
1305,댓글은 한국 정부의 경제 정책한국은 원화를 뿌리니깐을 비판하며 누가 더 쓰레기 일까라고 표현하고 있습니다 이는 현 정부의 경제 정책에 대한 비판으로 보수 성향으로 분류됩니다,Conservative
1306,댓글에서 오세훈이 일을 잘해는 반어법으로 사용되었으며 이어서 한강버스 종묘 도로마비 등 오세훈 서울시장의 정책을 비판하고 있습니다 오세훈 시장은 국민의힘 소속이므로 이는 진보 성향의 비판입니다,Progressive
1313,댓글은 집권 여당 당대표가 대통령과 영부인을 비판하고 혼란을 일으킨 행태를 강하게 비판하며 한동훈을 언급하고 있습니다 이는 현 대통령윤석열을 옹호하고 한동훈을 비판하는 보수 성향의 입장입니다,Conservative
1315,댓글에서 한동훈도 구속이라고 언급하며 한동훈 국민의힘 비대위원장에 대한 처벌을 요구하는 것은 진보 성향의 비판입니다,Progressive
1317,댓글은 이재명 민주당을 직접적으로 언급하며 민주당해체다 민주당 맘대로와 같이 강하게 비판하고 있습니다 이는 이재명 대표와 더불어민주당에 대한 비판으로 보수 성향입니다,Conservative
1318,댓글은 추경호 의원국민의힘 소속의 구속영장을 기각한 판사를 칭찬하며 중립으로 법대로하시는 판사님들이 찐 판사라고 언급하고 있습니다 이는 보수 진영에 유리한 사법적 판단을 옹호하는 보수 성향으로 분류됩니다,Conservative
1319,댓글은 리재명 떨거지라는 멸칭을 사용하며 이재명 대표와 그 지지자들을 강하게 비판하고 대통령 당선무효를 언급하는 등 강한 반이재명 반민주당 정서를 드러내고 있습니다 이는 보수 성향입니다,Conservative
1320,댓글은 리자이밍이라는 멸칭을 사용하며 이재명 대표를 대장동 사건 은폐 시도 중국식 공산주의 장기집권 추구 등으로 강하게 비판하고 이재명 선거법위반 재판속행하라고 요구하고 있습니다 이는 이재명 대표에 대한 강한 비판으로 보수 성향입니다,Conservative
1321,배우 조진웅을 소년원 동창 깡패 등으로 비난하며 그를 옹호하는 민주당을 비판하고 있습니다 민주당이 범죄자를 편든다는 주장은 보수 진영의 전형적인 비판 방식입니다,Conservative
1322,조희대 대법원장을 옹호하며 이재명을 하루빨리 재판하라고 직접적으로 요구하고 있습니다 이는 진보 진영의 핵심 인물인 이재명 대표에 대한 비판과 처벌 요구로 보수적 성향을 나타냅니다,Conservative
1323,김현지 민중기 등 특정 인물과 민주당에 대해 특검하라 고발조치 해야한다 모두 수사해서 공개재판하라고 요구하며 민주당과 통일교의 관계를 의심하는 등 진보 진영에 대한 강한 비판과 수사 요구를 담고 있습니다,Conservative
1324,재인이를 구속수사해리 문제인특검해라 등 문재인 전 대통령을 지칭하는 멸칭을 사용하며 구속 수사와 특검을 요구하고 있습니다 이는 진보 진영의 핵심 인물에 대한 강한 비판으로 보수적 성향을 나타냅니다,Conservative
1325,불법 사기탄핵 무효다 선관위를 수사하라는 주장은 박근혜 전 대통령 탄핵의 부당성을 주장하고 선거 조작 의혹을 제기하는 것으로 보수 진영의 주요 주장과 일치합니다,Conservative
1326,배우 조진웅을 좌파로 규정하고 범죄인을 실드쳐주는 민주당을 비판하며 정우성 유아인 등 다른 배우들도 좌파로 묶어 비난하고 있습니다 이는 민주당과 진보 성향 연예인에 대한 보수 진영의 비판입니다,Conservative
1327,국회의원들이 너무 많고 국민 세금을 축내며 성범죄를 저지른다고 비판하며 국회의원 수 감축과 국회 해산을 주장하고 있습니다 특정 정당이나 진영을 지지하거나 비판하기보다는 정치권 전반에 대한 불신과 개혁 요구를 담고 있어 중립으로 분류합니다,Neutral
1328,민주당 해산되기를이라는 직접적인 요구와 함께 해당 주장을 펼치는 교수를 옹호하고 있습니다 이는 민주당에 대한 강한 비판으로 보수적 성향을 나타냅니다,Conservative
1329,언론을 비판하며 해산만이 답이다라고 주장하는데 이는 제목의 민주당 디비졌다는 맥락상 민주당 해산을 의미하는 것으로 해석됩니다 민주당에 대한 부정적인 시각을 드러내 보수적 성향으로 분류합니다,Conservative
